Time,sRMSD,wRMSD,Conv
0.0009999999119200186,0.0004993655688250263,0.0004993655688250263,2
0.001999999823840037,0.42347750701267173,0.41780751015487066,3
0.002999999735760056,0.5936942968817583,0.574286805042727,4
0.003999999647680074,0.736876188193686,0.6979403098726646,4
0.0049999995596000935,0.8277483917223744,0.7657234463661031,5
0.005999999471520112,0.9154696270476702,0.8261678838561404,6
0.00699999938344013,1.0034593209180331,0.878311533085163,6
0.007999999295360148,1.1156658677730324,0.9380113352584978,7
0.008999999207280167,1.2039396080189866,0.9909144733476165,7
0.009999999119200187,1.3168902288109838,1.0407853644226839,8
0.010999999031120204,1.413211686633738,1.092152995952658,8
0.011999998943040224,1.524466895029021,1.1115932250429374,8
0.01299999885496024,1.6147890032589547,1.1091549155029425,8
0.01399999876688026,1.7002064193412851,1.120928087404857,9
0.014999998678800279,1.7933926643578815,1.1164276698532705,7
0.015999998590720297,1.8726535619196811,1.1329182203894905,7
0.016999998502640317,1.9558052621080786,1.128457329307873,7
0.017999998414560334,2.0166707586762223,1.1011046383501972,6
0.01899999832648035,2.16068285381386,1.1160285931639597,6
0.019999998238400374,2.252724562188105,1.1276334272338497,6
0.02099999815032039,2.3567075941686433,1.1222235432469225,6
0.021999998062240407,2.433118703670139,1.1137211962917626,6
0.022999997974160427,2.524405579335556,1.1498087837945832,6
0.023999997886080447,2.6006425077860915,1.1404634583255044,6
0.024999997798000464,2.724244978637557,1.190108728510488,6
0.02599999770992048,2.784356231693807,1.1834039190271082,6
0.026999997621840504,2.8573464247179228,1.1739730372100645,6
0.02799999753376052,2.9599999110647244,1.2151396678765116,6
0.028999997445680537,3.0435509485990795,1.2504141430214681,5
0.029999997357600557,3.130349577993946,1.2341790165321116,5
0.030999997269520577,3.2096817603636674,1.2810195083569882,5
0.031999997181440594,3.289317799780537,1.289649895786537,6
0.032999997093360614,3.3734917215876585,1.3247672820264627,6
0.033999997005280634,3.455036828908986,1.3067437946938356,5
0.03499999691720065,3.5313472443813017,1.3276990270733344,5
0.03599999682912067,3.596734258796251,1.3137249110240659,5
0.03699999674104069,3.682975182435624,1.3030451437786976,5
0.0379999966529607,3.727137700017682,1.2980766296766508,5
0.03899999656488073,3.8156539073308338,1.2808058901141417,6
0.03999999647680075,3.8783074592996285,1.2868494787895033,6
0.04099999638872076,3.9537479113091902,1.2976858848561001,7
0.04199999630064078,4.054539106220638,1.3133360793511177,12
0.0429999962125608,4.098669596436503,1.2903955499442732,14
0.043999996124480814,4.194495486942354,1.3130104693848388,7
0.044999996036400834,4.260409113434067,1.2725471710915508,6
0.045999995948320854,4.365763231643868,1.2983783049548265,6
0.046999995860240874,4.460507649714426,1.2672038955107439,13
0.047999995772160894,4.545893395282107,1.2725158715495808,12
0.04899999568408091,4.65189991706779,1.2953373110114121,8
0.04999999559600093,4.689545603065426,1.2731164727244302,8
0.05099999550792095,4.761218688775924,1.2983971732374575,15
0.05199999541984096,4.832288543630224,1.3062409969416986,14
0.05299999533176099,4.943245579469714,1.285888805627516,14
0.05399999524368101,4.99977385847642,1.2851394649285797,14
0.05499999515560102,5.099816918093969,1.289890455965219,13
0.05599999506752104,5.160015383608558,1.301207856069451,14
0.05699999497944106,5.206252036654631,1.279544714495517,14
0.057999994891361074,5.288325679170557,1.234365375553606,14
0.058999994803281094,5.409716715046123,1.2684661482266593,14
0.059999994715201115,5.4420101882214995,1.2523999699947175,14
0.060999994627121135,5.489634264652658,1.24251651192808,14
0.061999994539041155,5.560460522100217,1.2263619299905582,14
0.06299999445096117,5.638234835164496,1.224195591158762,13
0.06399999436288119,5.739482228241225,1.2008188442723002,14
0.06499999427480121,5.806156079687572,1.2206234146218722,14
0.06599999418672123,5.876838106103152,1.2456920295756257,14
0.06699999409864124,5.979678718236055,1.2464820247437889,14
0.06799999401056127,6.026823916132864,1.2732449287514782,4
0.06899999392248128,6.164245728017856,1.2902542150466887,4
0.0699999938344013,6.258601188363172,1.2851094016469782,3
0.07099999374632132,6.353061106629611,1.2807153824718849,4
0.07199999365824133,6.365673544458207,1.2266679293724214,3
0.07299999357016135,6.396861103533173,1.2176215300826816,3
0.07399999348208137,6.419577618044939,1.2195843679042608,3
0.07499999339400139,6.485052123792421,1.1842669245201523,13
0.0759999933059214,6.495544015863015,1.2366316029989266,3
0.07699999321784144,6.540614214582465,1.2393309605498453,4
0.07799999312976146,6.616229767899439,1.2620335956105568,4
0.07899999304168147,6.6335173981809525,1.2140260316738054,3
0.0799999929536015,6.663435876772427,1.1849273634974158,3
0.08099999286552151,6.6803920423650505,1.1653312887734482,3
0.08199999277744152,6.663798262335283,1.1828119186184498,3
0.08299999268936155,6.66259708642353,1.1468941473397098,3
0.08399999260128156,6.670561073440447,1.1737200482189964,3
0.08499999251320157,6.729422252538643,1.173218681587689,3
0.0859999924251216,6.7652267452756565,1.1794292656814753,3
0.08699999233704162,6.758140341490476,1.213993609885184,3
0.08799999224896163,6.747995040264411,1.213955509835191,3
0.08899999216088166,6.79096682243498,1.213437896601719,3
0.08999999207280167,6.813248159174694,1.2134622492644584,3
0.0909999919847217,6.83341877286986,1.2261504224372346,3
0.09199999189664171,6.802758938146162,1.1972697002100823,3
0.09299999180856174,6.823725454749225,1.2087526229777295,3
0.09399999172048175,6.811022461864398,1.216995426327731,4
0.09499999163240176,6.799462350726924,1.1912277700267169,3
0.09599999154432179,6.802842569194604,1.2267983639195807,4
0.0969999914562418,6.8135484687234324,1.2053900607970511,3
0.09799999136816182,6.814431713494805,1.2034700998206989,3
